category|osm_id|lat|lon|name|amenity|shop|wheelchair|cuisine|toilets|toilets:wheelchair|tourism|alt_name|building|opening_hours|wikipedia|atm|outdoor_seeting|diet|diet:vegetarian|phone|denomination|transport|health|sport|accommo
80|N5923753131|45.4328732|12.334842199999999|Dolce & Gabbana||clothes|||||||||||||||||||
95|N5923753132|45.4329494|12.3345593|Pomellato||jewelry|||||||||||||||||||
80|N5923753133|45.432821399999995|12.3345029|Tod's||clothes|||||||||||||||||||
80|N5923753134|45.4328111|12.334401|Fabiana Filippi||clothes|||||||||||||||||||
80|N5923753135|45.432792299999996|12.334278999999999|Giorgio Armani||clothes|||||||||||||||||||
90|N5931456486|45.438820899999996|12.3424401|||gift|||||||||||||||||||
58|N5935553886|45.438264000000004|12.345207199999999||place_of_worship||||||||||||||||||||
58|N5935576485|45.4377805|12.3426942|Chiesa Evangelica Valdese|place_of_worship||||||||||||||||||||
80|N5935576486|45.4378242|12.342229099999999|||clothes|||||||||||||||||||
80|N5935576487|45.437762400000004|12.3419967|||clothes|||||||||||||||||||
80|N5935576685|45.437816299999994|12.3421644|||clothes|||||||||||||||||||
96|N5936965085|45.4420649|12.3082323|||ticket|||||||||||||||||||
29|N5936965086|45.4394671|12.3338472|Wenice|restaurant|||||||||||||||348 346 5373;041 822 0298|||||
23|N5936965087|45.439099299999995|12.3344273|Rialto|bar||||||||||||||||||||
82|N5936965385|45.4390717|12.334291499999999|Drogheria Mascari||confectionery|||||||||||||||||||
26|N5936965386|45.439164399999996|12.334230999999999||fast_food||||||||||||||||||||
107|N5936965387|45.439051|12.3343649|Pinocchio Store||toys|||||||||||||||||||
82|N5936965785|45.4389052|12.3370465|Nino||confectionery|no||||||||||||||||||
96|N5936965885|45.437794399999994|12.3173257|||ticket|||||||||||||||||||
80|N5937702987|45.434922|12.3388236|||clothes|||||||||||||||||||
73|N5937703090|45.4361492|12.339265199999998|||alcohol|||||||||||||||||||
90|N5937703091|45.436121500000006|12.3392127|||gift|||||||||||||||||||
29|N5937711787|45.434094|12.343950999999999|Ristorante da Lorenzo|restaurant||yes||||||||||||||||||
25|N5937716385|45.4372187|12.3405864|Gelateria|cafe||||||||||||||||||||
29|N5937716485|45.436682899999994|12.3401982|Trattoria Del Carletto|restaurant||||||||||||||||||||
29|N5937716486|45.4361042|12.3383802||restaurant||||||||||||||||||||
80|N5937716487|45.433818200000005|12.3391676|Fabris||clothes|||||||||||||||||||
29|N5937724585|45.4359997|12.338325300000001|Osteria No 1|restaurant||||||||||||||||||||
95|N5937724785|45.4358674|12.3383979|Vizio||jewelry|||||||||||||||||||
90|N5937724786|45.4338532|12.3391457|Cenedese||gift|||||||||||||||||||
73|N5937726985|45.435610100000005|12.3386039|||alcohol|||||||||||||||||||
95|N5937726986|45.433969899999994|12.3455518|||jewelry|||||||||||||||||||
85|N5937727085|45.435570500000004|12.3386421|Vivani||optician|||||||||||||||||||
90|N5937727086|45.433967200000005|12.345626|||gift|||||||||||||||||||
80|N5937727285|45.434971999999995|12.3387998|||clothes|||||||||||||||||||
90|N5937755085|45.4339031|12.346359399999999|||gift|||||||||||||||||||
90|N5937792685|45.4323221|12.350206800000002|il Mercante Veneziano||gift|no||||||||||||||||||
90|N5937812489|45.4321019|12.350925199999999|Domino Arte||gift|||||||||||||||||||
25|N5937812490|45.4338604|12.3468207|Tabacchi|cafe||no||||||||||||||||||
29|N5937812491|45.4338622|12.346750300000002|Bucintoro|restaurant||||||||||||||||||||
25|N5937812492|45.4338811|12.346537300000001|Venice Cream|cafe||||||||||||||||||||
85|N5937817486|45.432230600000004|12.3505755|Sansovino Exchange Excursions||travel_agency|no||||||||||||||||||
25|N5937822785|45.432137299999994|12.351313300000001|Snack Bar Castello|cafe||yes||||||||||||||||||
23|N5937822885|45.4321169|12.3511518||bar||||||||||||||||||||
14|N5937826385|45.431969|12.3512431||post_office||||||||||||||||||||
90|N5937841485|45.434062700000005|12.3445519|Riviera del Leon||gift|no||||||||||||||||||
90|N5937842685|45.434701200000006|12.3388672|Palesa Gallery||gift|||||||||||||||||||
23|N5937846085|45.4340274|12.3451754|OrientalBar|bar||||||||||||||||||||
104|N5937846086|45.436679600000005|12.337067900000001|Bata||shoes|no||||||||||||||||||
80|N5937846185|45.43677|12.337076300000001|Caledonza||clothes|no||||||||||||||||||
90|N5937846487|45.438873799999996|12.340657|||gift|||||||||||||||||||
80|N5937847086|45.4369799|12.3364175|Maxmara||clothes|no||||||||||||||||||
90|N5937847087|45.437895399999995|12.337105300000001|||gift|||||||||||||||||||
92|N5937847088|45.4385412|12.337002|Sephora||beauty|no||||||||||||||||||
80|N5937847089|45.4392148|12.3370496|||clothes|no||||||||||||||||||
90|N5937847090|45.4394054|12.3370046|O Bag||gift|no||||||||||||||||||
83|N5937847091|45.4393714|12.3369962|||convenience|limited||||||||||||||||||
90|N5937851685|45.4374013|12.3366535|Fabris||gift|||||||||||||||||||
90|N5937851686|45.4385947|12.337010000000001|||gift|limited||||||||||||||||||
95|N5937851687|45.4397121|12.3375694|Miani||jewelry|||||||||||||||||||
80|N5937851785|45.4375846|12.336639|||clothes|||||||||||||||||||
6|N5938285888|45.438517700000006|12.341756|Ca'Zulian|||||||guest_house||||||||||||||
90|N5938383287|45.437607899999996|12.338052699999999|||gift|||||||||||||||||||
92|N5938383288|45.43759429999999|12.337908|||hairdresser|||||||||||||||||||
90|N5938383289|45.4376001|12.3378695|||gift|||||||||||||||||||
90|N5938383290|45.4382657|12.337082|||gift|no||||||||||||||||||
29|N5938383291|45.4399016|12.3383024||restaurant||||||||||||||||||||
85|N5938388387|45.4376291|12.3379349|Zanutta||furniture|||||||||||||||||||
90|N5938388388|45.439580799999995|12.3371148|||gift|limited||||||||||||||||||
29|N5938388389|45.439745|12.3380296|Ca'Eolia|restaurant||||||||||||||||||||
86|N5938388390|45.4403753|12.3366673|||hardware|no||||||||||||||||||
94|N5938395385|45.4389311|12.3401776|||electronics|||||||||||||||||||
80|N5938395386|45.4375312|12.338161900000001|Hebella||clothes|||||||||||||||||||
82|N5938395387|45.4375527|12.3380787|||confectionery|||||||||||||||||||
90|N5938395388|45.43775120000001|12.337488699999998|||gift|||||||||||||||||||
80|N5938395389|45.4381657|12.337052900000002|||clothes|limited||||||||||||||||||
80|N5938395390|45.4382333|12.3370735|||clothes|no||||||||||||||||||
80|N5938395391|45.4386653|12.337014300000002|||clothes|no||||||||||||||||||
85|N5938395393|45.4388537|12.3370576|||wine|||||||||||||||||||
104|N5938395394|45.4390843|12.3370794|Bata||shoes|no||||||||||||||||||
25|N5938395395|45.439404499999995|12.3371043|Millevoggie|cafe||yes||||||||||||||||||
29|N5938395396|45.4396135|12.3372841|Trattoria Pizzeria Ca'Dafone|restaurant||no||||||||||||||||||
92|N5938395397|45.4399612|12.3384338|Salone Pamela||beauty|||||||||||||||||||
82|N5938396985|45.4388058|12.3370506|Nino||confectionery|no||||||||||||||||||
83|N5938396986|45.43819860000001|12.3370598|||convenience|no||||||||||||||||||
90|N5938397585|45.4394951|12.337025800000001|||gift|no||||||||||||||||||
80|N5938397985|45.4397169|12.337957699999999|||clothes|||||||||||||||||||
25|N5938408385|45.441087599999996|12.3343352|12 Oz Coffee Joint|cafe||yes||||||||||||||||||
80|N5938487485|45.4419946|12.323134300000001|||clothes|yes||||||||||||||||||
83|N5938490989|45.4419892|12.3232766|Dal Mas||convenience|no||||||||||||||||||
90|N5938490990|45.4420279|12.3231853|||gift|yes||||||||||||||||||
90|N5938491087|45.4419656|12.3230952|||gift|yes||||||||||||||||||
90|N5939675037|45.43740089999999|12.3388778|||gift|||||||||||||||||||
99|N5939675038|45.4440255|12.3283989|TIM||mobile_phone|no||||||||||||||||||
85|N5939675790|45.4374348|12.3387618|Virus||optician|||||||||||||||||||
90|N5939675791|45.4374186|12.338464300000002|||gift|||||||||||||||||||
82|N5939675792|45.4374488|12.338329400000001|Captain Candy||confectionery|||||||||||||||||||
85|N5939694485|45.437223200000005|12.339178500000001|||photo|||||||||||||||||||
85|N5940486118|45.4365029|12.339639300000002|Pasta & Pasta||pasta||||||||Mo-Su 11:00-22:00|||||||||||
29|N5945048485|45.434952|12.3391484||restaurant|||italian|||||||||||||||||
6|N5948417988|45.44521470000001|12.330343699999998|Mariangela Artist's Lodge B&B|||||||guest_house||||||||||||||
29|N5949063053|45.438858|12.321292|Zanze XVI|restaurant|||||||||||||||+39 041715394|||||
72|N5964917294|45.4318758|12.3229967||||||||||||||||||||||
85|N5951102235|45.43582|12.335489|CherryTree Venezia||watches|||||||||||||||||||
29|N5954027789|45.4319668|12.3355716|InAcqua|restaurant||||||||||||||||||||
147|N5959789678|45.4279402|12.319140199999998||||||||||||||||||||||
138|N5959791243|45.4280281|12.3192993||||||||artwork||||||||||||||
12|N5961270386|45.426627200000006|12.3597418||||||||||||||||||||||
26|N5983747388|45.4340977|12.3239371||fast_food||||||||||||||||||||
23|N6020761585|45.4342799|12.336182199999998|Mio|bar||||||||||||||||||||
94|N6028114680|45.4321936|12.3532885|||electronics|no||||||||||||||||||
109|N6028114681|45.4322034|12.353347|||video|limited||||||||||||||||||
90|N6028114682|45.4323615|12.353141099999998|Tabacchi||gift|no||||||||||||||||||
85|N6028114683|45.4323068|12.352609699999999|Kokonton Gallery||art|||||||||||||||||||
25|N6028116086|45.4339804|12.3475994|Snack Bar Arcobaleno|cafe||||||||||||||||||||
83|N6028116087|45.4343435|12.3477308|||convenience|||||||||||||||||||
92|N6028116088|45.434391299999994|12.3476801|||hairdresser|||||||||||||||||||
29|N6028116089|45.4346549|12.3472989|Trattoria alla fonte pizzeria|restaurant|||pizza|||||||||||||||||
27|N6028116090|45.434840799999996|12.3470284||ice_cream||||||||||||||||||||
34|N6028116091|45.4351531|12.3469269|Prodet|pharmacy||||||||||||||||||||
29|N6028116093|45.434012100000004|12.346343300000001|Osteria ai Schiavoni|restaurant|||||||||||||||+39 041 5226763|||||
25|N6028116094|45.434081400000004|12.3463545||cafe||||||||||||||||||||
26|N6028116095|45.4342229|12.346392|Snack & Pizza|fast_food||||||||||||||||||||
27|N6039552186|45.4440407|12.329271|gelato di natura|ice_cream||no|||||||Mo-Su 10:00-00:00|||||||||||
29|N6019189126|45.440985|12.3375536|Vecia Cavana|restaurant||||||||||||||||||||
54|N6045579408|45.4451422|12.3266278|Scuola Italiana|place_of_worship||||||||||||||||||||
29|N6060313085|45.4412495|12.3339666|Spontini|restaurant||yes|italian_pizza||||||Mo-Su 11:00-23:00|||||||||||
167|N6063640068|45.440715600000004|12.3195632|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640069|45.4407724|12.3196358|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640070|45.440799|12.3196736|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640071|45.4408596|12.319742699999999|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640072|45.440886600000006|12.31977|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640073|45.4410364|12.3200557|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640074|45.4411252|12.3202088|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640075|45.441149100000004|12.320244599999999|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640076|45.4412025|12.320303|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640077|45.441253|12.3203713|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640078|45.4413161|12.320459199999998|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640079|45.4413666|12.3205185|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640080|45.4414279|12.3206313|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640081|45.441476200000004|12.3207003|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640082|45.4416849|12.3209509|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640083|45.4416601|12.3209241|Venezia Santa Lucia|||||||||||||||||||||
167|N6063640084|45.4415893|12.3208311|Venezia Santa Lucia|||||||||||||||||||||
167|N6063641885|45.4413557|12.3204998|Venezia Santa Lucia|||limited||||||||||||||||||
6|N6077202459|45.4347438|12.3373551||||||||hotel||||||||||||||
6|N6079026729|45.426374700000004|12.3626748|Hotel Indigo Venice - Sant'Elena|||yes||||hotel|||||||||+39 041-2717811|||||
73|N6082905885|45.4413635|12.337605|4657||alcohol|||||||||||||||||||
29|N6090104386|45.425542799999995|12.3286301|Trattoria Altanella|restaurant||||||||||||||||||||
29|N6119602493|45.436729|12.341942|Osteria Ruga di Jaffa|restaurant|||||||||||||||+39 0412411062|||||
23|N6119733699|45.442646999999994|12.332360000000001|Frulala|bar||yes||||||||||||||||||
29|N6187822878|45.429426299999996|12.3268191|Gianni|restaurant|||italian|||||||||||||||||
98|N6187838109|45.4330294|12.3117645||marketplace|||||||||Mo 10:00-19:00|||||||||||
29|N6187856679|45.4388875|12.3374648|Osteria Il Milion|restaurant|||italian||||||We closed||||||+39 041 5229302|||||
74|N6187888827|45.4380695|12.3384099|Pasticceria Ponte delle Paste||bakery||||||||||||||+39 041 2410173|||||
23|N6187899330|45.4426124|12.3410016|Osteria Al Tajer|bar|||||||||||||||+39 041 5230550|||||
74|N6210351810|45.427291700000005|12.3617039|||bakery|||||||||||||||||||
6|N6238679586|45.43196210000001|12.325916099999999|Air BNB|||||||hotel||||||||||||||
74|N6258396691|45.4394753|12.330838400000001|Panificio Albonico||bakery|||||||||||||||||||
29|N6265669089|45.4357634|12.325741699999998||restaurant||||||||||||||||||||
29|N6281435102|45.4382856|12.3338462|Osteria Ruga Rialto|restaurant||no||||||||||||||||||
26|N6281435103|45.4383279|12.3339014|Farini|fast_food||yes|pizza|||||||||||||||||
85|N6281477801|45.4334466|12.3302853|Raggio Veneziano||bag||||||||Mo-Su10:00-19:00||||||+39 041 241 2712|||||
29|N6272049186|45.4355411|12.3261079|Trattoria al Ca|restaurant||yes|italian;italian_pizza;seafood;noodles;pasta;pizza||yes||||Mo-Su 11:00-23:00|||||||||||
26|N6334340685|45.434677799999996|12.3234983|Fresh Pasta To Go|fast_food|||pasta||||||||||||+390412410919|||||
80|N6335366535|45.4342143|12.3316571|Maneki Neko||clothes||||||||||||||+39 041 520 3340|||||
25|N6337806743|45.4408566|12.323101300000001|Magnum Venezia|cafe||||||||||||||||||||
29|N6356436392|45.4372908|12.3369955|Da Mamo Pizzeria|restaurant||||||||||||||||||||
28|N6366690485|45.4394701|12.3364484|Renee|pub||||||||||||||||||||
29|N6366690585|45.4356627|12.3423506|Antica Sacrestia|restaurant||||||||||||||||||||
6|N6376660889|45.4455944|12.3340694|Casa Cardinal Piazza|||||||hotel||||||||||||||
139|N6400790885|45.429752|12.355640600000001|rhino|||||||attraction||||||||||||||
6|N6401788586|45.4299561|12.328078||||||||hotel||||||||||||||
29|N6418847614|45.4360835|12.3358483|Ostaria A La Campana|restaurant||||||||||||||||||||
29|N6418847615|45.444294799999994|12.332619000000001|Diana|restaurant||||||||||||||||||||
29|N6419524486|45.437746000000004|12.3213481|Leone Alato|restaurant||||||||||||||||||||
29|N6421959153|45.4370098|12.329951300000001|Ristobar San Polo|restaurant||yes|italian;pizza||||||||||||+39 041 523 7218|||||
23|N6417011787|45.436614399999996|12.326663499999999|Caffe' snack bar Dogale|bar||||||||||||||||||||
23|N6417020185|45.4365388|12.3265941|Bottega del caffé dersut|bar||||||||||||||||||||
29|N6409243470|45.432101|12.3508326|La Nuova Perla|restaurant||||||||||||||||||||
74|N6428618456|45.4334341|12.324260699999998|Majer||bakery||||||||Mo-Sa 07:00-20:00; Su 08:00-20:00|||||||||||
92|N6446259894|45.436794899999995|12.3386964|Dalla Bella||hairdresser||||||||||||||+39 3519220023|||||
105|N6447388568|45.43609910000001|12.3391722|Despar||supermarket||||||||08:30-21:30|||||||||||
29|N6447456585|45.438703100000005|12.329278500000001|Osteria da Fiore|restaurant|||||||||||||||+39 041 721308|||||
29|N6449344286|45.4366407|12.322736599999999|Al 133|restaurant|||breakfast;burger||||||Mo-Su 07:00-23:00|||||||||||
25|N6441258986|45.4352727|12.3379104|Rosa Salva|cafe|||||||||Orari di apertura: 08:00 - 20:00||||||0415210544;041988400|||||
105|N6456238785|45.4358596|12.3273998|Crai Supermarket||supermarket||||||||Mo-Su 08:00-23:30|||||||||||
95|N6503288231|45.435037|12.340914|Oreficeria Gioielleria Dogale||jewelry||||||||||||||+39 0415287549|||||
22|N6507747567|45.4346369|12.322399800000001|Malcalton Marcorà / Campus Umanistico|university||yes||||||||||||||||||
29|N6512527686|45.4263582|12.3618411|Vecia Gina|restaurant|||italian_pizza||||||Th-Tu 07:30-21:30|||||||||||
6|N6515578385|45.436069|12.3411926|Hotel Ca dei Conti Venedig|||||||hotel|||||||||+390412770500|||||
76|N6528128348|45.434358|12.325810800000001|Libreria Editrice Cafoscarina||books|||||||||||||||||||
29|N6543310386|45.435869700000005|12.3265196|Mad Bread|restaurant|||italian;fish;mediterranean||||||||||||+39 0413031244|||||
6|N6550898398|45.4435816|12.3292753|Al Portico|||||||hotel||||||||||||||
82|N6560419066|45.432955|12.324753900000001|Pantagruelica||deli|||||||||||||||||||
105|N6560440476|45.4396529|12.331090300000001|NaturaSi||supermarket||||||||Mo-Sa 09:00-20:00|||||||||||
6|N6573797059|45.436355600000006|12.3229837|Hotel dalla mora|||||||hotel|||Mo-Su 08:00-20:00|||||||||||
105|N6603901031|45.43095770000001|12.3286891|Crai||supermarket|||||||||||||||||||
25|N6603965500|45.4346458|12.333079199999998|Caffè Brasilia|cafe||||||||||||||||||||
105|N6610358385|45.440226700000004|12.3201135|||supermarket|||||||||||||||||||
25|N6611821885|45.4334561|12.3342749|AE Veste|cafe|||italian_pizza;pizza|||||||||||||||||
29|N6635878691|45.4407554|12.3249894||restaurant||||||||||||||||||||
29|N6631890589|45.4282606|12.319410099999999|Aromi|restaurant||||||||||||||||||||
29|N6623044712|45.43730479999999|12.331150099999999|Bigoi|restaurant||||||||||||||||||||
29|N6658581286|45.4348041|12.337305699999998|Ristorante NOEMI|restaurant|||italian||||||Mo-Su 11:30-00:00||||||+39 0415225238|||||
148|N6656188403|45.4361898|12.3392155||||||||||||||||||||||
80|N6670057600|45.4388066|12.3292267|Hat Shop||clothes|||||||||||||||||||
106|N6674338512|45.4365114|12.3421526|||tobacco|||||||||||||||||||
90|N6681329285|45.4342751|12.3463906|||gift|||||||||||||||||||
47|N6718474385|45.4366876|12.341959300000001||bureau_de_change||||||||||||||||||||
149|N6721050985|45.4291084|12.3457211||||||||museum||||||||||||||
29|N6710772285|45.4390412|12.3368049||restaurant||||||||||||||||||||
86|N6727926786|45.4449524|12.3307996|||hardware|||||||||||||||||||
23|N6727947085|45.439532899999996|12.331726199999999|San Cassian|bar||||||||||||||||||||
26|N6751266286|45.4396425|12.319688000000001|KFC|fast_food|||chicken||||Kentucky Fried Chicken|||||||||||||
26|N6764605191|45.4384467|12.335312199999999|Chips Amsterdam|fast_food||||||||||||||||||||
80|N6779232986|45.441372799999996|12.334012300000001|Original Marines||clothes||||||||Mo-Sa 09:30-19:30; Su 10:30-19:00|||||||||||
107|N6780251085|45.4355811|12.325073|C'era una Volta||toys||||||||Mo-Sa 10:00-19:30||||||+39 041 718899|||||
29|N6795448245|45.4345232|12.347551699999999|Da Noi|restaurant|||pasta|||||||||||||||||
25|N6796476431|45.4290102|12.3581906||cafe||||||||||||||||||||
95|N6805726979|45.439251399999996|12.3299057|Paperoowl||jewelry||||||||Mo-Fr 10:30-18:00|||||||||||
29|N6835726786|45.439345700000004|12.3328022|Ostaria al Garanghelo|restaurant|||local||||||Mo-Su 11:00-23:00||||||+39 041721721|||||
6|N6823512885|45.4450675|12.329460800000001||||||||hotel||||||||||||||
85|N6859934309|45.43697720000001|12.3283141|Mercedes Murano Glass||art|limited|||||||||||||+39 351 8101518|||||
6|N6852075253|45.43560720000001|12.3364264|Hotel Gorizia A La Valigia|||||||hotel|||||||||+39 041 5223737|||||
85|N6855490562|45.4367034|12.3285936|Fanny||leather||||||||||||||+39 041 5228266|||||
29|N6855524980|45.436972999999995|12.327744099999999|Muro Frari|restaurant|||||||||||||||041 524 5310|||||
29|N6855547379|45.4366333|12.3285718|Trattoria da Ignazio|restaurant||limited|italian||||||Mo-Su 8:30-22.00||||||+39 41 5234852|||||
138|N6860812810|45.4255501|12.3304942|Giudecca Art District (GAD)|arts_centre||||||||||||||||||||
23|N6860833594|45.4325834|12.323608|Officina San Barnaba|bar||||||||||||||||||||
23|N6860850434|45.441270700000004|12.3374489||bar|||pizza|||||||||||||||||
23|N6881014487|45.439099799999994|12.3342061|Cantina|bar|||||||||Mo-Su 08:00-20:00|||||||||||
82|N6886911985|45.435883600000004|12.325323|Tonolo||confectionery||||||||Tu-Su 07:30-20:00||||||+39 041 523 7209|||||
23|N6900092386|45.441213399999995|12.337571800000001|Bar Stella Polare|bar|||italian;italian_pizza;ice_cream;seafood;pasta;pizza||||||Mo-Su 07:00-23:30||||||+39 331 546 3479|||||
23|N6900129185|45.4377781|12.336979800000002|Bar Snack Bar Nostro|bar|||||||||Mo-Su 07:00-00:00||||||+39 041 523 7215|||||
139|N6906752685|45.4387751|12.3383092|Casa di Marco Polo|||||||attraction||||||||||||||
29|N6874260886|45.4315507|12.3190052||restaurant||||||||||||||||||||
25|N6955544685|45.4347657|12.3374248|Happy Pizza|cafe||||||||||||||||||||
29|N6968532254|45.443147100000004|12.3322594|Osteria Santa Fosca|restaurant||||||||||||||||||||
6|N6974104270|45.4307909|12.3230922|Palazz Veneziano|||||||hotel|||||||||+39.041.2778719|||||
148|N6978419985|45.4380641|12.3359136|Ponte Rialto(bridge) |||||||||||||||||||||
6|N6937694591|45.4431144|12.335418800000001|At Home A Palazzo|||||||guest_house||||||||||||||
103|N6937694592|45.442997|12.3354331|||pet|||||||||||||||||||
85|N6918369387|45.4321727|12.3212878|DANILO AGRICOLA BORGA||wine||||||||||||||+39390415226396|||||
29|N6996242685|45.4360257|12.325467399999999|Osteria il cicchetto|restaurant|||italian||||||Mo-Sa 09:00-23:00||||||+39 041 5246326|||||
29|N7016328886|45.43942979999999|12.3364715|Taverna al Remer|restaurant|||italian||||||Mo-Su 12:00-00:00||||||+390415228789|||||
149|N7017317440|45.4326886|12.331899900000002|Exhibit|||||||museum||||||||||||||
23|N7019023781|45.4368112|12.3474306|Cicchetteria A la scoela|bar||||||||||||||||||||
83|N7019041445|45.43736989999999|12.3465114|Eredi Ortis Pietro Sas||convenience||||||||Mo, Tu, Th, Fr 16:30-19:30, We 7:30-13:00, Sa 7:30-13:00, 16:30-19:30||||||0415208497|||||
105|N7019041712|45.4398725|12.3459412|Coop||supermarket|||||||||||||||||||
74|N7019043061|45.4372655|12.3473312|Fornaio||bakery|||||||||||||||||||
23|N7019045758|45.432542299999994|12.355199699999998|Bar mio|bar||||||||||||||||||||
29|N7019049552|45.4369174|12.3478548|Hosteria Ale do Maria|restaurant||||||||||||||||||||
90|N7019049553|45.437355600000004|12.3272441|Made in prison||gift|||||||||||||||||||
91|N7019050750|45.437363|12.3471489|Frutta e verdura||greengrocer|||||||||||||||||||
139|N7098510485|45.440437200000005|12.3344212|Support by Lorenzo Quinn|||||||attraction||||||||||||||
29|N7105346985|45.4435303|12.3307852|Leon d'Oro|restaurant|||asian|||||||||||||||||
29|N7107980986|45.4388066|12.3263423|Ganesh Ji|restaurant|||italian_pizza|||||||||||||||||
29|N7107980987|45.436734200000004|12.3270536|La Perla d'Oriente|restaurant|||asian|||||||||||||||||
23|N7108025685|45.4386349|12.3356424|Naranzaria|bar||||||||||||||||||||
29|N7112133185|45.4407172|12.3361038|Osteria contemporanea da Riccardo|restaurant|||||||||Th-Su 11:00-15:30; 18:00-23:30||||||041 241 2731|||||
6|N7112968344|45.4333847|12.335009699999999|San Moise|||||||hotel|San Moisè||||||||+39 041 520 3755|||||
29|N7133830586|45.4415694|12.3335495||restaurant||||||||||||||||||||
152|N7137729285|45.436036|12.326747|Escape Venice ASD - Escape Room|community_centre|||||||||Mo-Su 10:30-23:30||||||+39 333 9845117|||||
27|N7143011585|45.44013270000001|12.3366649|Gelato di Natura - Campo Santi Apostoli|ice_cream||||||||||||||||||||
148|N7182579285|45.4340971|12.338291499999999||||||||||||||||||||||
161|N7209495285|45.438138200000004|12.3167574||bus_station||||||||||||||||||||
29|N7222909238|45.4405751|12.3379516|Hostaria Bacanera|restaurant||||||||||||||||||||
25|N7227552385|45.432620799999995|12.3172907|Caco Nero|cafe||||||||||||||||||||
139|N7230329986|45.433683|12.3179119|ресторанная площадь|||||||attraction||||||||||||||
80|N7232228086|45.4377528|12.3326031|||clothes|||||||||||||||||||
74|N7236529588|45.436141799999994|12.3201164|Majer||bakery|||||||||||||||||||
6|N7297771793|45.4353143|12.3346408|Ai Patrizi Venezia|||||||hotel||||||||||||||
91|N7384875312|45.4415626|12.3339569|I&s Farm Il Biologico Di Sant'Erasmo||greengrocer||||||||||||||3393640736|||||
25|N7384875313|45.4345145|12.346357199999998|Caffè Girani Antica torrefazione veneziana|cafe|||||||||||||||041721500|||||
29|N7384961301|45.4360647|12.335677|Cibo Venezia|restaurant|||||||||Mo-Su 8:30-20:30||||||0415232682|||||
91|N7385296192|45.436195700000006|12.329130000000001|Pasco S.a.s.||greengrocer||||||||||||||3403982523;3297964046|||||
85|N7410880726|45.436302600000005|12.323770199999998|Panificio Pasticceria Alimentari Barozzi||pastry||||||||Mo-Sa 06:00-19:30 Su off||||||041710233;3791421683|||||
85|N7410884020|45.441825200000004|12.3230778|Enoteca Venezia S.r.l.||wine||||||||Mo 10:00-23:00; Tu 10:00-23:00; We 10:00-23:00; Th 10:00-23:00; Fr 10:00-23:00; Sa 10:00-23:00; Su 10:00-23:00; ||||||+39 389 5138879|||||
29|N7411137525|45.4344943|12.342947099999998|Sestante Di Foffani Francesca|restaurant|||||||||Tu-Sa 11:30-22:30, Mo 11,30-15,30, Su closed||||||041 476 4210|||||
77|N7411269733|45.4404201|12.336047800000001|Macelleria Bisiol Di Ruggero||butcher||||||||Mo-Sa 08:30-13:00 We-Th 16:30-19:30||||||0415221183|||||
29|N7412059165|45.442803999999995|12.340918400000001|il Caffegelato|restaurant|||||||||||||||348 651 6580;041 528 7598|||||
85|N7413773373|45.4327586|12.3245675|Boudoir di De Lorenzo Alessandro||optician||||||||Mo-Sa 10.00-13.00, 15.00-19.30||||||041 241 0192|||||
85|N7413790803|45.437990299999996|12.336576800000001|Enoteca Millevini||wine||||||||Mo-Sa 10:00-13:30 / 15:00-20:00; Su 11:00-19:00||||||041 520 6090|||||
29|N7413913445|45.4383907|12.3336465|Casa Cappellari|restaurant|||||||||Tu-Su 12.00-23.00||||||+39 3346252374|||||
29|N7416443786|45.4386116|12.3243024|Latteria 2465|restaurant|||||||||||||||3494251227;3494623370|||||
25|N7416615860|45.439757799999995|12.3379379|IL BUONGUSTO|cafe|||||||||lun-Sab:10.00-13.30 , domenica chiuso||||||3492257786|||||
87|N7417079687|45.4399344|12.334060800000001|Ittica Zane Snc di Alessandro e Matteo Zane||seafood||||||||Tu-Sa 07:00-13:00||||||041 520 3333|||||
105|N7417109485|45.443717299999996|12.3285427|Ballarin Paolo E C. S.N.C.||supermarket||||||||Mo-Sa 07:15-20:30||||||041 718011|||||
84|N7417141043|45.4395325|12.3323474|Cartoleria San Cassiano||stationery||||||||Mo-Sa 8:30-19:00||||||041 894 3085|||||
85|N7417244637|45.4376706|12.3416827|L'altraottica di Matteo Vianello||optician||||||||Mo-Sa 09.30-12.30/15.30-19.30||||||0412411856|||||
29|N7435150901|45.4388028|12.3341454|Baccalà Veneto|restaurant|||||||||Mo-Sa 09:30-16:00, Su off||||||0414763571, 3498552112|||||
